"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 ","I","2 Mar 2014",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 ","I","27 Feb 2014","Good GRE, 3.4 GPA, no experience"
"Carnegie Mellon CMU","Computer Science, PhD (F14)","Rejected via E-mail on 19 Feb 2014 ","U","26 Feb 2014","non cs applied for aco program. person from iisc are you mtech 14 batch?"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: n/aGRE General (V/Q/W): 690/800/4.00GRE Subject: n/a","I","26 Feb 2014","Masters from IISc with 7.8/8 CGPA. 1 first-author ACM/IEEE publication."
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 19 Feb 2014 ","I","24 Feb 2014",""
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 22 Feb 2014 Undergrad GPA: 3.80GRE General (V/Q/W): 155/164/4.50GRE Subject: n/a","I","23 Feb 2014","First Reject. :("
"Carnegie Mellon","Computer Science, Machine Learning, Masters (F14)","Rejected via E-mail on 19 Feb 2014 ","I","21 Feb 2014","Have 3 research publications. 1 year research experience. 1 year industrial experience."
"Carnegie Mellon","CS At School Of Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: 3.89GRE General (V/Q/W): 161/164/4.50GRE Subject: n/a","I","21 Feb 2014","Have 3 research publications in top-tier conferences, 1 year research experience, 1 year industry experience"
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: n/aGRE General (V/Q/W): 670/790/4.50GRE Subject: n/a","I","20 Feb 2014","Expected...Don't care too much. Not my kind of place"
"Carnegie Mellon University (CMU)","Computer Science (ML), PhD (F14)","Rejected via E-mail on 17 Feb 2014 ","O","20 Feb 2014","I was expecting this; I was also rejected from their LTI program."
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: 3.88GRE General (V/Q/W): 157/165/0.00GRE Subject: n/a","I","20 Feb 2014","Oh well. Here goes nothing - good background in research in Theoretical computer Science. two 6 month research internships from top institutes in India.  Toefl 117 + 1 paper + two great LORs + one good LOR.. All the best to the rest of you out there!"
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: n/aGRE General (V/Q/W): 580/800/3.50GRE Subject: n/a","I","20 Feb 2014",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 ","I","20 Feb 2014",""
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 20 Feb 2014 Undergrad GPA: 3.50GRE General (V/Q/W): 510/800/3.50GRE Subject: n/a","I","20 Feb 2014",""
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 20 Feb 2014 ","I","20 Feb 2014",""
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 20 Feb 2014 ","I","20 Feb 2014",""
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 20 Feb 2014 ","I","20 Feb 2014","Just before I got rejected in PhD program. Sad."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 Undergrad GPA: 4.00GRE General (V/Q/W): 162/170/4.00GRE Subject: n/a","A","20 Feb 2014","Generic rejection email, said they received 700 apps."
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 ","I","19 Feb 2014",""
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: 3.97GRE General (V/Q/W): 168/147/3.00GRE Subject: n/a","U","19 Feb 2014","They need TOFEL"
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 ","I","19 Feb 2014","Let's see... masters from Georgia Tech, plenty research exp., 4 strong (I think) LORs, 1 publication in unrelated field."
"Carnegie Mellon University (CMU)","Computer Science, Masters (S14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: 3.54GRE General (V/Q/W): 159/162/4.00GRE Subject: n/a","A","19 Feb 2014","gpa: 3.54, upper div: 3.73, undergrad from top 15 university. I got into the cs program for undergrad... but I do know the graduate program is number 1 and very hard to get into, so this was expected."
"Carnegie Mellon University (CMU)","Computer Science (CSD), PhD (F14)","Rejected via E-mail on 18 Feb 2014 ","I","19 Feb 2014",""
"Carnegie Mellon University (CMU)","Computer Science (CSD), PhD (F14)","Interview via E-mail on 18 Feb 2014 ","I","19 Feb 2014",""
"Carnegie Mellon University ( CMU )","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 ","I","19 Feb 2014","standard email response"
"Carnegie Mellon University (CMU)","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: 4.00GRE General (V/Q/W): 164/167/4.50GRE Subject: n/a","I","19 Feb 2014","Ouch. Oh well, I guess I should have expected this. Congrats to those who got in. Best of luck to everyone else"
"Carnegie Mellon University CMU","Computer Science, Masters (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: 3.55GRE General (V/Q/W): 151/164/3.50GRE Subject: n/a","I","19 Feb 2014",""
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: 3.20GRE General (V/Q/W): 159/170/5.00GRE Subject: n/a","A","19 Feb 2014",""
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 19 Feb 2014 ","I","19 Feb 2014","High GPA, Low GRE(317), 3 years industrial experience. Just like some guys below said, maybe they don't want international student."
"Carnegie Mellon University (CMU)","Computer Science [Machine Learning], Masters (F14)","Rejected via E-mail on 18 Feb 2014 ","I","19 Feb 2014",""
"Carnegie Mellon University (CMU)","Computer Science [RI], Masters (F14)","Rejected via E-mail on 8 Feb 2014 Undergrad GPA: 3.80GRE General (V/Q/W): 153/163/4.00GRE Subject: n/a","I","19 Feb 2014",""
"Carnegie Mellon (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: 3.50GRE General (V/Q/W): 142/169/4.00GRE Subject: n/a","I","19 Feb 2014",""
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 19 Feb 2014 Undergrad GPA: 3.76GRE General (V/Q/W): 164/170/3.50GRE Subject: n/a","I","19 Feb 2014",""
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 19 Feb 2014 ","I","19 Feb 2014",""
"Carnegie Mellon University CMU","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 Undergrad GPA: n/aGRE General (V/Q/W): 156/165/4.00GRE Subject: n/a","I","18 Feb 2014","Worked in then lab of the POI, 2 international top papers as first author, what else can I do?? Probably because of non-CS undergrad and masters."
"Carnegie Mellon University, CMU","Computer Science, HCI, PhD (F14)","Rejected via E-mail on 18 Feb 2014 ","I","18 Feb 2014","Low GRE, 7 publications (non Top-tier conferences...)
Seems like a lot of international students being rejected. 
"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 ","I","18 Feb 2014","Godlike!!!! CMU is pwning."
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 ","I","18 Feb 2014","Low undergrad GPA, good Master's GPA. Two publications. Good GRE and LOR."
"Carnegie Mellon University","Computer Science (RI), PhD (F14)","Rejected via E-mail on 7 Feb 2014 ","I","18 Feb 2014","Lowish undergrad GPA, good Masters' GPA, good LOR, good GRE. Two publications. Said they received over 660 applications."
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 Undergrad GPA: 3.75GRE General (V/Q/W): 164/163/5.00GRE Subject: n/a","A","18 Feb 2014","Same person who posted a rejection on Feb-4 (that was for the LTI). BS in math, BA in CS with concentration in linguistics, 7 mos research experience. Applied ""just in case"", don't actually know if there's any good research fit there. Still happy, because I got into a school where I'd rather be! :) Good luck everyone!!"
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 ","U","18 Feb 2014","2 pubs first author. Well..."
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 Undergrad GPA: 3.67GRE General (V/Q/W): 151/156/3.00GRE Subject: n/a","I","18 Feb 2014",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 ","U","18 Feb 2014","as expected..."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 ","I","18 Feb 2014","the massacre is being continued!!!"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 ","I","18 Feb 2014","M-M-M-M-Monster Kill!"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 Undergrad GPA: 3.82GRE General (V/Q/W): 153/163/3.50GRE Subject: n/a","I","18 Feb 2014","The email said they received nearly 700 applications. Never mind, I was already accepted into the comp bio program there."
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 Undergrad GPA: 3.33GRE General (V/Q/W): 167/164/4.00GRE Subject: n/a","I","18 Feb 2014",""
"Carnegie Mellon","Computer Science, PhD (F14)","Rejected via E-mail on 18 Feb 2014 ","A","18 Feb 2014","Received over 700 applications, etc"
"Carnegie Mellon University","Computer Science HCII, PhD (F14)","Accepted via E-mail on 18 Feb 2014 ","U","18 Feb 2014",""
"Carnegie Mellon University","Computer Science, Machine Learning, Masters (F14)","Rejected via E-mail on 18 Feb 2014 Undergrad GPA: 3.60GRE General (V/Q/W): 152/168/3.50GRE Subject: n/a","I","18 Feb 2014",""
"Carnegie Mellon University CMU","Computer Science Machine Learning, Masters (F14)","Rejected via E-mail on 18 Feb 2014 Undergrad GPA: 3.55GRE General (V/Q/W): 151/164/3.50GRE Subject: n/a","I","18 Feb 2014","Standard reject message:("
"Carnegie Mellon University (CMU)","Computer Science, Masters (F14)","Rejected via E-mail on 18 Feb 2014 ","I","18 Feb 2014",""
"Carnegie Mellon University","Computer Science Machine Learning, Masters (F14)","Rejected via E-mail on 17 Feb 2014 Undergrad GPA: 3.68GRE General (V/Q/W): 165/147/2.50GRE Subject: n/a","U","17 Feb 2014",""
"Carnegie Mellon","Computer Science (ML), PhD (F14)","Rejected via E-mail on 17 Feb 2014 Undergrad GPA: n/aGRE General (V/Q/W): 156/165/4.00GRE Subject: n/a","I","17 Feb 2014","The massacre begins... We received over 350 applications this year."
"Carnegie Mellon University (CMU)","Computer Science (Machine Learning), PhD (F14)","Rejected via E-mail on 17 Feb 2014 ","A","17 Feb 2014",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 17 Feb 2014 Undergrad GPA: 4.00GRE General (V/Q/W): 167/165/5.50GRE Subject: n/a","A","17 Feb 2014","Expected, not upset.  Standard notice: ""I regret to inform you that we are unable to admit you to the Ph.D. Program in Machine Learning at Carnegie Mellon. We received over 350 applications this year. Our graduate program can support only a limited number of new students. Unfortunately, we could admit only a fraction of the applicants, even though many more had strong qualifications."""
"Carnegie Mellon University (CMU)","Computer Science (ML), PhD (F14)","Rejected via E-mail on 17 Feb 2014 ","I","17 Feb 2014",""
"Carnegie Mellon University CMU","Computer Science Masters MIIS, Masters (F14)","Rejected via E-mail on 12 Feb 2014 ","I","16 Feb 2014","1 research paper in top conference, 2.5 years of Research exp, but low GRE score(316)"
"Carnegie Mellon University (CMU)","Computer Science, Machine Learning, Masters (F14)","Accepted via E-mail on 7 Feb 2014 ","U","15 Feb 2014","1 publication (2nd author). 2 year research experience"
"Carnegie Mellon University (CMU)","Computer Science, Masters (F14)","Accepted via E-mail on 14 Feb 2014 Undergrad GPA: 3.85GRE General (V/Q/W): 169/167/4.00GRE Subject: n/a","I","15 Feb 2014","Top French university, very little research, good GPA, very good LoR"
"Carnegie Mellon University","Computer Science, Masters (F14)","Accepted via E-mail on 13 Feb 2014 Undergrad GPA: 3.78GRE General (V/Q/W): 159/170/5.00GRE Subject: n/a","A","13 Feb 2014","Admitted to PhD CS and also admitted to MS CS. Got 2 different acceptance emails."
"Carnegie Mellon University (CMU)","Computer Science, Masters (F14)","Accepted via E-mail on 13 Feb 2014 Undergrad GPA: 3.70GRE General (V/Q/W): 162/168/4.00GRE Subject: n/a","I","13 Feb 2014","1 paper submission, decent grades and research, good LoR"
"Carnegie Mellon University (CMU)","Computer Science, Masters (F14)","Accepted via E-mail on 12 Feb 2014 Undergrad GPA: 3.73GRE General (V/Q/W): 163/169/5.00GRE Subject: n/a","A","13 Feb 2014",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F14)","Accepted via E-mail on 12 Feb 2014 Undergrad GPA: 3.86GRE General (V/Q/W): 170/164/4.50GRE Subject: n/a","A","13 Feb 2014","Really unexpected! Triple major from top university but no CS. 5 years of work experience working in tech with some professional success. No publications. Very limited research. Probably strong LORs, decent SOP."
"Carnegie Mellon University (CMU)","Computer Science, Masters (F14)","Accepted via E-mail on 12 Feb 2014 Undergrad GPA: n/aGRE General (V/Q/W): 162/168/5.00GRE Subject: n/a","I","12 Feb 2014","One publication (in CS, but unrelated to the Masters field of interest) from a Bachelor's thesis at ETH, Zurich. Some other research work. Decent GPA. From a top 5 School in India (BITS Pilani, Goa)."
"Carnegie Mellon University","Computer Science, Masters (F14)","Accepted via E-mail on 12 Feb 2014 Undergrad GPA: 4.00GRE General (V/Q/W): 164/168/5.50GRE Subject: n/a","I","12 Feb 2014","no research papers, very strong extracurricular compsci activities"
"Carnegie Mellon University","Computer Science, Masters (F14)","Accepted via E-mail on 12 Feb 2014 Undergrad GPA: 3.63GRE General (V/Q/W): 166/168/4.50GRE Subject: n/a","A","12 Feb 2014",""
"Carnegie Mellon University","Computer Science, Masters (F14)","Accepted via E-mail on 12 Feb 2014 ","U","12 Feb 2014",""
"Carnegie Mellon University","Computer Science, LTI, Masters (F14)","Accepted via E-mail on 6 Feb 2014 ","I","12 Feb 2014",""
"Carnegie Mellon University","Computer Science, Masters (F14)","Rejected via E-mail on 5 Feb 2014 ","I","11 Feb 2014","rejected by LTI, waiting for ad from another program in CS"
"Carnegie Mellon University","Computer Science, RI, Masters (F14)","Rejected via E-mail on 8 Feb 2014 Undergrad GPA: 3.72GRE General (V/Q/W): 150/170/2.50GRE Subject: n/a","I","10 Feb 2014",""
"Carnegie Mellon University","Computer Science,RI, PhD (F14)","Rejected via E-mail on 8 Feb 2014 ","I","8 Feb 2014",""
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 8 Feb 2014 Undergrad GPA: 3.90GRE General (V/Q/W): 167/163/4.00GRE Subject: n/a","I","8 Feb 2014","rejected!! 2international pub 1st author gr8 LOR high CG wad else can i do :O"
"Carnegie Mellon University","Computer Science, Robotics Institute, PhD (F14)","Rejected via E-mail on 7 Feb 2014 Undergrad GPA: 4.00GRE General (V/Q/W): 170/165/4.50GRE Subject: n/a","I","8 Feb 2014","EE major. 2 int'l publications(1st author). 3 years work experience. financial support from external scholarship. wasn't enough."
"Carnegie Mellon (CMU)","Computer Science, RI, PhD (F14)","Rejected via E-mail on 7 Feb 2014 ","I","8 Feb 2014",""
"Carnegie Mellon University","Computer Science,Robotics, PhD (F14)","Rejected via E-mail on 8 Feb 2014 ","I","8 Feb 2014",""
"Carnegie Mellon University","Computer Science MS In Robotics, Masters (F14)","Rejected via E-mail on 8 Feb 2014 ","U","8 Feb 2014","MS in ECE from CMU, Researcher at MIT/Harvard, 3 LORs from CMU , 1 from MIT"
"Carnegie Mellon University","Computer Science, Robotics Institute, Masters (F14)","Rejected via E-mail on 8 Feb 2014 ","I","8 Feb 2014",""
"Carnegie Mellon University","Computer Science (RI), PhD (F14)","Rejected via E-mail on 8 Feb 2014 ","U","8 Feb 2014","really really disappointed :("
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 8 Feb 2014 Undergrad GPA: 3.65GRE General (V/Q/W): 93/81/93.00GRE Subject: n/a","A","8 Feb 2014","Alas... over 660 applicants this year"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Accepted via E-mail on 4 Feb 2014 ","U","7 Feb 2014","3 research projects, 1 third-author publication in computer vision; general admission email, followed by emails from two faculty and PhD student."
"Carnegie Mellon University (CMU)","Robotics Institute, Computer Science, PhD (F14)","Rejected via E-mail on 7 Feb 2014 ","U","7 Feb 2014",""
"Carnegie Mellon University","Computer Science, Masters (F14)","Accepted via E-mail on 7 Feb 2014 ","I","7 Feb 2014",""
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via E-mail on 4 Feb 2014 Undergrad GPA: 3.75GRE General (V/Q/W): 164/163/5.00GRE Subject: n/a","A","7 Feb 2014","BA in CS, concentration in linguistics; BS in math. Really weird academic history. Female. No publications, 7 months research experience in unrelated field (SE). I wouldn't trust anyone with my strange application, either! ;) Obviously a reach school for me!"
"Carnegie Mellon University","Computer Science (MLT Program), Masters (F14)","Accepted via E-mail on 6 Feb 2014 Undergrad GPA: 3.73GRE General (V/Q/W): 153/165/4.00GRE Subject: n/a","I","6 Feb 2014","Applied for a PhD degree(LTI), accepted to MLT"
"Carnegie Mellon University (LTI)","Computer Science, Masters (F14)","Accepted via E-mail on 6 Feb 2014 Undergrad GPA: 3.35GRE General (V/Q/W): 154/168/4.00GRE Subject: n/a","I","6 Feb 2014","1 LoR from LTI; 2 publications. Originally applied for Ph.D. but rejected. MLT admitted. :-("
"Carnegie Mellon University","LTI, Computer Science, PhD (F14)","Rejected via E-mail on 5 Feb 2014 ","U","5 Feb 2014","Phd rejected, accepted by MLT:("
"Carnegie Mellon University","Computer Science (LTI), Masters (F14)","Accepted via E-mail on 5 Feb 2014 ","A","5 Feb 2014","accepted for MLT but originally applied for PHD"
"Carnegie Mellon University","Computer Science (COS Program), PhD (F14)","Wait listed via E-mail on 5 Feb 2014 Undergrad GPA: 3.73GRE General (V/Q/W): 153/165/4.00GRE Subject: n/a","I","5 Feb 2014",""
"Carnegie Mellon University","Computer Science (LTI), PhD (F14)","Rejected via E-mail on 4 Feb 2014 ","A","4 Feb 2014",""
"Carnegie Mellon University (CMU)","Computer Science (LTI), PhD (F14)","Rejected via E-mail on 4 Feb 2014 ","O","4 Feb 2014","Rejected from PhD/MLT program. They received over 300 applications this year."
"Carnegie Mellon University","Computer Science, Other (F14)","Rejected via E-mail on 4 Feb 2014 Undergrad GPA: 3.57GRE General (V/Q/W): 153/164/4.00GRE Subject: n/a","I","4 Feb 2014","This is a Ph.D./M.S. program"
"Carnegie Mellon University (CMU)","Computer Science [LTI], PhD (F14)","Rejected via E-mail on 4 Feb 2014 ","I","4 Feb 2014","Rejected from both PhD and MLT programs."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 4 Feb 2014 Undergrad GPA: 3.00GRE General (V/Q/W): 134/168/3.00GRE Subject: n/a","I","4 Feb 2014","5 publications"
"Carnegie Mellon University","Computer Science, Other (F14)","Rejected via E-mail on 4 Feb 2014 ","I","4 Feb 2014","Rejected by LTI. Sad:("
"Carnegie Mellon University","Computer Science, PhD (F14)","Accepted via E-mail on 4 Feb 2014 ","I","4 Feb 2014","RI. Received a notifying email, without any contact from POI, interview, etc."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Accepted via E-mail on 4 Feb 2014 ","I","4 Feb 2014","PL. 1 POPL paper, 1 ICDM paper."
"Carnegie Mellon University","Computer Science, PhD (F14)","Accepted via E-mail on 4 Mar 2014 Undergrad GPA: 3.17GRE General (V/Q/W): 166/158/3.50GRE Subject: n/a","U","4 Feb 2014","I did my masters at Northwestern University in Computer Science and have a 3.59 CGPA. I did an internship at CMU for a summer."
"Carnegie Mellon University","Computer Science, PhD (F14)","Accepted via E-mail on 4 Feb 2014 Undergrad GPA: 4.00GRE General (V/Q/W): 161/163/4.00GRE Subject: n/a","I","4 Feb 2014","Undergrad topper, 2 papers (second author), strong LoRs, 2+ years R & D experience in area of interest. Offered full financial support :-)"
"Carnegie Mellon University","Computer Science, PhD (F14)","Rejected via Other on 1 Feb 2014 ","A","3 Feb 2014",""
"Carnegie Mellon University","Computer Science, PhD (F14)","Accepted via E-mail on 3 Feb 2014 Undergrad GPA: 3.90GRE General (V/Q/W): 160/170/5.00GRE Subject: n/a","A","3 Feb 2014","Domestic Asian Male, top 10 CS undergrad, GPA: 3.9, 2 publications, 2 years research experience, undergrad thesis, GRE: 170Q, 160V, 5.0AW, applied for machine learning"
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Accepted via E-mail on 3 Feb 2014 Undergrad GPA: n/aGRE General (V/Q/W): 168/169/6.00GRE Subject: n/a","A","3 Feb 2014","No prior contact from faculty, just the e-mail."
"Carnegie Mellon University","Computer Science, PhD (F14)","Accepted via E-mail on 3 Feb 2014 Undergrad GPA: 4.00GRE General (V/Q/W): 163/170/4.00GRE Subject: n/a","A","3 Feb 2014","Heard the letters are going out today; just got mine. Don't know if rejects are today as well."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Accepted via E-mail on 3 Feb 2014 ","A","3 Feb 2014",""
"Carnegie Mellon University (CMU)","Computer Science RI, PhD (F14)","Accepted via Phone on 1 Feb 2014 Undergrad GPA: 3.70GRE General (V/Q/W): 156/169/4.00GRE Subject: n/a","I","2 Feb 2014","Official email will arrive on Monday. Publications at RSS and NIPS, and a journal paper submission."
"Carnegie Mellon University","Computer Science, PhD (F14)","Accepted via Phone on 1 Feb 2014 ","U","1 Feb 2014","Got a phone call from RI. RI will send out admission notifications next week. Just got rejection from UW, and apparently I do not care it now."
"Carnegie Mellon University (CMU)","Computer Science, PhD (F14)","Rejected via E-mail on 1 Feb 2014 ","I","1 Feb 2014","REJ from RI. Notified by POI from email. The committee thinks my old TOEFL (tested in 2011, 102, S19) is far below the requirement. Maybe the committee just do not want to admit me."
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.80GRE General (V/Q/W): 160/167/4.50GRE Subject: n/a","I","3 May 2013","total 5.5 years work ex in 3 different companies, Mumbai university, no patents/publications, average recos, average SOP"
"Carnegie Mellon Univesity","Computer Science, Masters (F13)","Wait listed via E-mail on 15 Feb 2013 ","O","15 Apr 2013","A sincere appeal to all folks who have not accepted the admission offer.. please reject the offer if you are not planning to go to help the waitlisted candidates!!"
"Carnegie Mellon University","Computer Science, Masters (S13)","Accepted via E-mail on 12 Feb 2013 Undergrad GPA: 3.70GRE General (V/Q/W): 163/170/3.00GRE Subject: n/a","I","22 Mar 2013",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F13)","Accepted via E-mail on 20 Mar 2013 Undergrad GPA: 3.72GRE General (V/Q/W): 152/165/3.00GRE Subject: n/a","I","20 Mar 2013","MIST-MOB  cheers!"
"Carnegie Mellon","Computer Science Learning Science And Engineer, Masters (F13)","Accepted via E-mail on 18 Mar 2013 Undergrad GPA: 3.52GRE General (V/Q/W): 650/780/4.50GRE Subject: n/a","A","18 Mar 2013",""
"Carnegie Mellon University","Computer Science, Masters In Robotics, Masters (F13)","Accepted via E-mail on 31 Jan 2013 Undergrad GPA: 4.00GRE General (V/Q/W): 159/167/5.00GRE Subject: n/a","I","17 Mar 2013",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F13)","Rejected via E-mail on 14 Mar 2013 Undergrad GPA: 3.72GRE General (V/Q/W): 152/165/3.00GRE Subject: n/a","I","14 Mar 2013","Very Large Information Systems (MSIT-VLIS) Program 
SO sad!
"
"Carnegie Mellon University (CMU)","Computer Science, Masters (F13)","Rejected via E-mail on 14 Mar 2013 Undergrad GPA: 3.72GRE General (V/Q/W): 165/152/3.00GRE Subject: n/a","I","14 Mar 2013","So sad!!!"
"Carnegie Mellon University (CMU)","Computer Science, Masters (F13)","Rejected via Website on 14 Mar 2013 Undergrad GPA: 3.80GRE General (V/Q/W): 144/163/3.00GRE Subject: n/a","I","14 Mar 2013","INI"
"Carnegie Mellon","Computer Science, Masters (F13)","Accepted via E-mail on 11 Feb 2013 Undergrad GPA: 3.81GRE General (V/Q/W): 169/170/5.00GRE Subject: n/a","A","12 Mar 2013",""
"Carnegie Mellon University (CMU)","Computer Science, Masters (F13)","Accepted via E-mail on 9 Mar 2013 ","I","9 Mar 2013","MSIT-MOB"
"Carnegie Mellon University (CMU)","Computer Science, Masters (F13)","Accepted via E-mail on 9 Mar 2013 Undergrad GPA: 3.80GRE General (V/Q/W): 800/600/3.50GRE Subject: n/a","I","9 Mar 2013","MSIT-MOB, jidong!"
"Carnegie Mellon University","Computer Science, Masters (F13)","Accepted via E-mail on 8 Mar 2013 Undergrad GPA: 3.65GRE General (V/Q/W): 162/170/4.00GRE Subject: n/a","I","8 Mar 2013",""
"Carnegie Mellon Unversity","Robotics, School Of Computer Science, Masters (F13)","Accepted via E-mail on 31 Jan 2013 ","I","7 Mar 2013","Undergraduate from IIIT-Hyderabad. CMU RI Intern."
"Carnegie Mellon University (CMU)","Master Of Science Program In Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 ","","22 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 Undergrad GPA: 3.80GRE General (V/Q/W): 167/169/5.00GRE Subject: n/a","U","15 Feb 2013",""
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 14 Feb 2013 ","U","14 Feb 2013","I am so devastated. This was my #1 school"
"Carnegie Mellon University Robotics Institute","Computer Science, PhD (F13)","Rejected via E-mail on 14 Feb 2013 Undergrad GPA: 3.00GRE General (V/Q/W): 161/166/4.00GRE Subject: n/a","I","14 Feb 2013","Rejected from MS and PhD 
Expected though"
"Carnegie Mellon University","Computer Science, Masters (F13)","Rejected via E-mail on 11 Feb 2013 ","A","13 Feb 2013","Received this rejection (Masters) a few hours after my PhD rejection."
"Carnegie Mellon University","Computer Science, PhD (F13)","Accepted via E-mail on 13 Feb 2013 Undergrad GPA: 3.85GRE General (V/Q/W): 154/169/3.50GRE Subject: n/a","I","13 Feb 2013","One journal. Wanna work on Model-based DSLs, from university of tehran."
"Carnegie Mellon University","Computer Science, PhD (F13)","Rejected via E-mail on 11 Feb 2013 ","I","13 Feb 2013",""
"Carnegie Mellon","Computer Science HCII, PhD (F13)","Accepted via E-mail on 13 Feb 2013 ","A","13 Feb 2013",""
"Carnegie Mellon University","Computer Science (Machine Learning), PhD (F13)","Rejected via E-mail on 13 Feb 2013 ","I","13 Feb 2013","No publications. Some research projects. Good GPA. Internship at Microsoft Research, Redmond."
"Carnegie Mellon","Computer Science, Masters (F13)","Accepted via E-mail on 11 Feb 2013 Undergrad GPA: 3.81GRE General (V/Q/W): 168/164/5.50GRE Subject: n/a","A","12 Feb 2013","Economics undergrad degree from top liberal arts college"
"Carnegie Mellon University","Computer Science (Machine Learning), PhD (F13)","Rejected via E-mail on 12 Feb 2013 Undergrad GPA: 3.80GRE General (V/Q/W): 700/800/3.00GRE Subject: n/a","I","12 Feb 2013","So sad...I though I can get it. 3 top conf and 2 top journal papers, citations exceeds 150. I think the main reason is I am too old after 4 years' research experience."
"Carnegie Mellon","Computer Science, Masters (F13)","Accepted via E-mail on 11 Feb 2013 Undergrad GPA: 4.00GRE General (V/Q/W): 167/159/3.50GRE Subject: n/a","U","12 Feb 2013","Rejected from Ph.D. But got accepted for masters."
