"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"University Of Illinois - Urbana Champaign (UIUC)","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: 3.60GRE General (V/Q/W): 167/167/4.50GRE Subject: n/a","I","16 Mar 2015","At last. Grateful."
"University Of Illinois At Urbana-champaign UIUC","Computer Science, Masters (F15)","Accepted via E-mail on 16 Mar 2015 ","U","16 Mar 2015","Finally!!! Good luck everyone!"
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 ","I","16 Mar 2015",""
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: 3.70GRE General (V/Q/W): 149/168/4.00GRE Subject: n/a","I","16 Mar 2015","1 IEEE international conference paper in relevant field and also few good projects in relevant field. Anyways expected :\"
"UIUC","Computer Science (MCS), Masters (S15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: 3.98GRE General (V/Q/W): 168/170/5.50GRE Subject: n/a","A","16 Mar 2015","Undergrad from top 5 uni. 3 tier A conference papers, first author. Facebook internship, Google internship. One reccomender from UIUC. Devastated. Unexpected."
"University Of Illinois Urbana Champaign UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: 3.74GRE General (V/Q/W): 161/163/4.00GRE Subject: n/a","I","16 Mar 2015","Accepted to U Penn."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: n/aGRE General (V/Q/W): 158/167/4.00GRE Subject: n/a","I","16 Mar 2015","Was a long shot anyway"
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 Undergrad GPA: 3.89GRE General (V/Q/W): 168/170/5.00GRE Subject: n/a","I","16 Mar 2015",""
"UIUC","Computer Science, PhD (F15)","Rejected via E-mail on 16 Mar 2015 ","I","16 Mar 2015","Expected..."
"University Of Illinois, Urbana-Champaign (UIUC)","Computer Science, PhD (F15)","Rejected via E-mail on 16 Mar 2015 ","I","16 Mar 2015",":(("
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 Undergrad GPA: 3.90GRE General (V/Q/W): 155/168/4.00GRE Subject: n/a","I","16 Mar 2015","Looks like ECE majors applying for CS dont stand a chance this year"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 ","I","16 Mar 2015","GPA - 3.7, 163(Q) 162(V), Great LOR's, ECE undergrad from a decent college. Dream school!"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: 3.84GRE General (V/Q/W): 162/168/4.00GRE Subject: n/a","I","16 Mar 2015","2 Good LOR's , 1+yr research exp, 1 tier-2 papers.
This was my 6th reject and have only 1 admit from UCI. What the hell is wrong this year. What more do you want in Masters application? Money gone to dogs ! ! !"
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 ","I","16 Mar 2015","Generic rejection mail. They said they'll communicate on 15th march and they did. That's nice of them of inform decisions in time unlike others who make us wait like foreover.
Was a long shot anyway. So long UIUC.....
Have 4 other offers so its fine! But will still miss UIUC."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 ","I","16 Mar 2015",""
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F15)","Wait listed via E-mail on 16 Mar 2015 ","I","16 Mar 2015","""This message is sent to inform you that your application for graduate studies in Computer Science at the University of Illinois at Urbana-Champaign remains under review as of March 15, 2015."" I think this means waitlisted."
"UIUC","Computer Science, Masters (F15)","Accepted via E-mail on 25 Feb 2015 ","","16 Mar 2015","Got an email on wednesday!"
"UIUC","Computer Science, PhD (F15)","Rejected via E-mail on 16 Mar 2015 ","I","16 Mar 2015","Not surprised. Cross fingers to my other applications."
"UIUC","Computer Science, Masters (F15)","Other via E-mail on 16 Mar 2015 ","U","16 Mar 2015","I got the email said that my application is under review. And the final decision is delayed to 4/15.......Is that normal?"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Accepted via E-mail on 14 Mar 2015 Undergrad GPA: 3.98GRE General (V/Q/W): 164/161/3.50GRE Subject: n/a","U","16 Mar 2015","MCS (Professional Master). BS in CS from not-well known US university. 6 years exp as software dev at not-well known company and 1 year exp as data analyst at reputable company. GRE Q164/V161/AW3.5."
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 ","A","16 Mar 2015","Wow, did not expect that, tough competition this year... Good Luck for those who are still waiting!"
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, Masters (F15)","Other via Other on 16 Mar 2015 ","O","16 Mar 2015","To the UIUC question below:

I never asked if they have already sent out all admission decisions. But I was basically told that the bar for Masters is higher than previous years, and very talented pool was rejected. Interestingly I found that high GPAs from UIUC undergrad were rejected at UIUC but I know few of them have offers from UCBerkley, MIT and Georgia Tech.

Good Luck with yours."
"UIUC","Computer Science, Masters (F15)","Other via Other on 16 Mar 2015 ","O","16 Mar 2015","To the UIUC undergrad poster below, thanks for the information. Did he tell you if they've sent out all the admits already?"
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, Masters (F15)","Rejected via Other on 15 Mar 2015 Undergrad GPA: 3.94GRE General (V/Q/W): 154/170/4.00GRE Subject: n/a","U","16 Mar 2015","Asian and UIUC CS undergrad..  my PI told me that they could not admit me due to extremely competitive pool this year. According to him they have denied high GPAs and high GREs this year"
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 ","U","16 Mar 2015","MS, thesis based. Nothing but unbelievable. I think it has too much things to do with the research interest."
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 ","I","16 Mar 2015",""
"UIUC","Computer Science(MCS), Masters (F15)","Rejected via E-mail on 16 Mar 2015 ","I","16 Mar 2015","Applied to MCS (Professional Masters)"
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: 3.78GRE General (V/Q/W): 157/170/3.50GRE Subject: n/a","I","16 Mar 2015","sigh~"
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 16 Mar 2015 ","I","16 Mar 2015","It hurts me... I am upset now."
"Uiuc","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 ","A","16 Mar 2015","I don't care because I accepted JHU  EP programs."
"UIUC","Computer Science, PhD (F15)","Rejected via E-mail on 16 Mar 2015 ","U","16 Mar 2015",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, PhD (F15)","Rejected via E-mail on 16 Mar 2015 Undergrad GPA: n/aGRE General (V/Q/W): 151/166/4.00GRE Subject: n/a","I","16 Mar 2015","A professor told me to apply there and that he was seeking for an applicant like me but did not respond to my emails since then!!!!"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 ","I","15 Mar 2015",""
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science, PhD (F15)","Rejected via E-mail on 15 Mar 2015 Undergrad GPA: n/aGRE General (V/Q/W): 160/167/4.00GRE Subject: n/a","U","15 Mar 2015","Masters from a top U.S. university, Master's GPA=3.9, some research experience during Master's, had applied to professor in same area of research"
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 Undergrad GPA: 3.70GRE General (V/Q/W): 158/170/4.00GRE Subject: n/a","I","15 Mar 2015","MCS reject"
"University Of Illinois Urbana Champagne (UIUC)","Computer Science, PhD (F15)","Rejected via E-mail on 15 Mar 2015 Undergrad GPA: 3.93GRE General (V/Q/W): 160/165/3.50GRE Subject: n/a","A","15 Mar 2015",""
"UIUC","Computer Science, Masters (F15)","Other via Other on 15 Mar 2015 ","I","15 Mar 2015","Have all the rejections been sent out, or does this happen in batches? Because I haven't received anything yet."
"UIUC","Computer Science, PhD (F15)","Rejected via E-mail on 15 Mar 2015 ","I","15 Mar 2015","Today, I've met my POI in person and he informed me about that. So, it was expected."
"UIUC","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 Undergrad GPA: 3.85GRE General (V/Q/W): 158/159/5.00GRE Subject: n/a","A","15 Mar 2015","Standard rejection. So long, dream school."
"University Of Illinois, Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 ","I","15 Mar 2015",""
"University Of Illinois Urbana Champagne (UIUC)","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 Undergrad GPA: 3.40GRE General (V/Q/W): 151/159/3.00GRE Subject: n/a","I","15 Mar 2015","Had applied to MCS"
"The University Of Illinois At Urbana-Champaign UIUC","Computer Science, PhD (F15)","Rejected via E-mail on 15 Mar 2015 ","U","15 Mar 2015","expected"
"University Of Illinois, Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Rejected via E-mail on 15 Mar 2015 ","U","15 Mar 2015","I should apply for MCS rather than MS."
"The University Of Illinois At Urbana-Champaign  UIUC","Computer Science, PhD (F15)","Rejected via E-mail on 15 Mar 2015 ","I","15 Mar 2015",":("
"UIUC","Computer Science, Masters (F15)","Other via Other on 11 Mar 2015 ","O","11 Mar 2015","For all of you waiting for UIUC (MS), I emailed and they said all decision will be out by Mar. 15."
"UIUC","Computer Science, Masters (F15)","Other via E-mail on 11 Mar 2015 ","I","11 Mar 2015","They say the results are expected to be released on or before Mar25."
"University Of Illinois, Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Wait listed via E-mail on 8 Mar 2015 ","I","8 Mar 2015","Any info about UIUC MS CS (thesis)?"
"University Of Illinois, Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Accepted via E-mail on 8 Mar 2015 ","I","8 Mar 2015","Professional MCS (Non-Thesis). Could someone create a FB group and post the group name here? Thanks!"
"University Of Illinois, Urbana-Champaign (UIUC)","Computer Science, Masters (F15)","Accepted via E-mail on 7 Mar 2015 Undergrad GPA: 3.74GRE General (V/Q/W): 153/166/3.00GRE Subject: n/a","I","8 Mar 2015","Professional Master (MCS). Strong LORs, HCI specialization, 2 publications (4th author), no work experience. So excited!!! My dream school!"
"UIUC","Computer Science, PhD (F15)","Interview via E-mail on 4 Mar 2015 ","U","4 Mar 2015","Still one or two weeks for final decision. WTF"
"University Of Illinois At Urbana-Champaign (UIUC(","Computer Science, PhD (F15)","Interview via E-mail on 18 Feb 2015 ","O","24 Feb 2015","Masters from a Canadian University. Had Interview with professor and the one of the members of the research group."
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 21 Feb 2015 Undergrad GPA: n/aGRE General (V/Q/W): 170/159/4.50GRE Subject: n/a","I","22 Feb 2015","From IIT , 9.2/10. I also got acceptance for Masters in CS from UC Berkley with possibility of TA. But I got PhD at UIUC with RA and full funding. So, I am going to UIUC for financial reasons and to pursue research. UIUC is just one spot after UCB....blessed to receive funding."
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, Masters (F15)","Accepted via E-mail on 16 Feb 2015 Undergrad GPA: 3.98GRE General (V/Q/W): 156/166/4.00GRE Subject: n/a","U","17 Feb 2015","For those who received admission to Masters, did you get any financial aid?

""At this time, we are unable to guarantee any funding assistance. There may be a possibility to secure a teaching or research assistantship pending availability for this upcoming academic year. There are other units on campus that may be offering assistantships if you are looking for one."""
"UIUC","Computer Science, Masters (F15)","Accepted via E-mail on 12 Feb 2015 Undergrad GPA: 3.88GRE General (V/Q/W): 163/168/4.50GRE Subject: n/a","A","13 Feb 2015","Informal acceptance by Professor. Very excited .......party time :)"
"UIUC","Computer Science, Masters (F15)","Accepted via E-mail on 13 Feb 2015 Undergrad GPA: 3.94GRE General (V/Q/W): 161/168/4.00GRE Subject: n/a","I","13 Feb 2015","MS in CS. Got an email from a professor saying that I got admitted and he's interested in working with me."
"UIUC","Computer Science, PhD (F15)","Accepted via E-mail on 22 Jan 2015 Undergrad GPA: 3.88GRE General (V/Q/W): 162/170/0.00GRE Subject: n/a","A","7 Feb 2015","full funding through RAship. ~3 years research experience"
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F15)","Accepted via E-mail on 5 Feb 2015 ","I","5 Feb 2015","Email from POI."
"UIUC","Computer Science, PhD (F15)","Accepted via E-mail on 2 Feb 2015 ","I","2 Feb 2015",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 29 Jan 2015 Undergrad GPA: 3.84GRE General (V/Q/W): 153/164/3.00GRE Subject: n/a","I","30 Jan 2015","Software Engineering and Formal Methods Research Intrest, with TAship"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 29 Jan 2015 Undergrad GPA: 3.84GRE General (V/Q/W): 153/164/3.00GRE Subject: n/a","I","30 Jan 2015","Formal Methods/Software Engineering Research Intrest, with TAship"
"UIUC","Computer Science, PhD (F15)","Accepted via E-mail on 29 Jan 2015 ","I","30 Jan 2015",": )"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 30 Jan 2015 ","I","30 Jan 2015","Surprised!"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 29 Jan 2015 ","I","30 Jan 2015",""
"UIUC","Computer Science, PhD (F15)","Accepted via E-mail on 29 Jan 2015 ","I","29 Jan 2015","From LUMS , Pakistan :)"
"University Of Illinois At Urbana-Champaign(UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 29 Jan 2015 Undergrad GPA: 3.55GRE General (V/Q/W): 154/170/4.50GRE Subject: n/a","I","29 Jan 2015","No papers. NLP/AI research interests. Dual Degree BTech. MTech"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 22 Jan 2015 ","U","29 Jan 2015",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 22 Jan 2015 ","U","23 Jan 2015",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 22 Jan 2015 Undergrad GPA: 3.90GRE General (V/Q/W): 156/164/6.00GRE Subject: n/a","A","23 Jan 2015","With funding. Math & CS major, bad GRE, 3 years research experience, 2 second author publications, 1 first author publication in preparation, strong LoRs and POI knew my letter writers. POI called me to interview before I received the acceptance. Very excited!"
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 20 Jan 2015 Undergrad GPA: 3.76GRE General (V/Q/W): 150/170/3.00GRE Subject: n/a","U","22 Jan 2015","Guaranteed RA. Top 4 CS MS.10 papers."
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F15)","Accepted via E-mail on 20 Jan 2015 ","A","20 Jan 2015","Guaranteed funding through TA/RA. Very excited!"
"UIUC","Computer Science, PhD (F15)","Accepted via E-mail on 20 Jan 2015 ","A","20 Jan 2015","Accepted with RAship."
"UIUC","Computer Science, PhD (F15)","Accepted via E-mail on 20 Jan 2015 ","U","20 Jan 2015",""
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F15)","Interview via Phone on 20 Jan 2015 ","I","20 Jan 2015","The official result will come by the end of Jan."
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, Masters (F15)","Interview via E-mail on 1 Jan 2015 ","A","4 Jan 2015",""
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F15)","Interview via Phone on 3 Jan 2015 ","I","3 Jan 2015",""
"University Of Illinois, Urbana Champaign (UIUC)","Computer Science, Masters (F15)","Interview via E-mail on 15 Dec 2014 ","I","2 Jan 2015",""
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, PhD (F15)","Interview via E-mail on 1 Jan 2015 Undergrad GPA: 3.71GRE General (V/Q/W): 154/159/4.00GRE Subject: n/a","A","2 Jan 2015","3 strong LoRs. 2 from research supervisors and one from a professor I worked with as a TA. 1 publication in review at ICDCS -- first author. Submitting two other papers(not first author) in January."
"University Of Illinois Urbana Champaign ( UIUC )","Computer Science, Masters (S15)","Accepted via E-mail on 16 Nov 2014 ","A","18 Nov 2014","professional MCS program. I got the decision email from the department, official offer will come from the graduate school at a later date. I am not sure how competitive this program is since there haven't been many rejects recently. I was worried I might be part of a mass rejection since they waited until Nov.15 (or later) to send out the results. It seems like the Spring admission process is a little difference from Fall admission where they notify admitted students a few weeks earlier than the typical decision announcement date in March 15."
"University Of Illinois Urbana Champaign ( UIUC )","Computer Science, Masters (S15)","Accepted via E-mail on 16 Nov 2014 ","A","18 Nov 2014","professional MCS program. I got the decision email from the department, official offer will come from the graduate school at a later date. I am not sure how competitive this program is since there haven't been many rejects recently."
"UIUC","Computer Science, Masters (S15)","Accepted via E-mail on 17 Nov 2014 ","U","17 Nov 2014",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F13)","Accepted via E-mail on 4 Feb 2011 Undergrad GPA: 3.87GRE General (V/Q/W): 540/680/5.00GRE Subject: n/a","A","15 Apr 2014",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F14)","Accepted via E-mail on 21 Mar 2014 Undergrad GPA: 3.80GRE General (V/Q/W): 141/168/3.00GRE Subject: n/a","I","29 Mar 2014","BS at University of Tehran"
"UIUC","Computer Science, PhD (F14)","Rejected via E-mail on 21 Mar 2014 ","U","21 Mar 2014",""
"UIUC","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: 3.80GRE General (V/Q/W): 153/166/3.00GRE Subject: n/a","I","20 Mar 2014","1 year research experience. 3 publications. weird but do not care"
"Uiuc","Computer Science, Masters (F14)","Rejected via E-mail on 16 Mar 2014 ","I","20 Mar 2014","losers"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F14)","Rejected via E-mail on 14 Mar 2014 ","I","20 Mar 2014","Couldn't care less since I am going to sunny California!!!"
"UIUC","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: n/aGRE General (V/Q/W): 158/166/4.00GRE Subject: n/a","I","17 Mar 2014",""
"UIUC","Computer Science, PhD (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: 3.70GRE General (V/Q/W): 143/163/4.00GRE Subject: n/a","I","17 Mar 2014","2 journals, 6 conference papers (two are first author, not in first-tier conferences). 6 months research experience after M.S. Relatively low GRE and TOEFL."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: 4.00GRE General (V/Q/W): 161/163/4.00GRE Subject: n/a","I","15 Mar 2014","Undergrad topper, 2 papers (second author), strong LoRs, 2+ years R & D experience in area of interest."
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 ","I","15 Mar 2014",""
"University Of Illinois Urbana Champaign (UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 ","I","15 Mar 2014",""
"University Of Illinois Urbana Champaign(UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: 3.30GRE General (V/Q/W): 161/161/4.00GRE Subject: n/a","I","15 Mar 2014","2.5 years research exp, 1 publication."
"UIUC","Computer Science, PhD (F14)","Rejected via E-mail on 15 Mar 2014 ","I","15 Mar 2014","4th reject.."
"University Of Illinois Urbana Champaign(UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: 3.50GRE General (V/Q/W): 162/164/4.50GRE Subject: n/a","I","15 Mar 2014","Your application for graduate study in the Department of Computer Science at the University of Illinois at Urbana-Champaign has been carefully considered by our Graduate Admissions Committee.  I regret to inform you that the committee is not recommending you for admission.  Due to space limitations and a very large number of exceptional applicants, we are unfortunately unable to recommend many well-qualified students for the program.  Therefore, I hope that this decision will not discourage you from pursuing your career goals in general.

Please note that the department policy is not to communicate the individual reasons for its decision."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: n/aGRE General (V/Q/W): 155/167/4.00GRE Subject: n/a","I","15 Mar 2014",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: 3.73GRE General (V/Q/W): 153/170/3.00GRE Subject: n/a","U","15 Mar 2014","1 yr TA, 1 yr intern, couple projects, but still :( oh my dream school"
"UIUC","Computer Science, PhD (F14)","Rejected via E-mail on 14 Mar 2014 Undergrad GPA: 3.42GRE General (V/Q/W): 142/170/3.00GRE Subject: n/a","I","15 Mar 2014","Expected, even with research experience and 6 international publications. my grades are not good enough. But I really respect UIUC because they told me they would send decision before March 15 and they did"
"UIUC","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 ","I","15 Mar 2014",":/...oh well"
"UIUC","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: 3.50GRE General (V/Q/W): 156/166/3.00GRE Subject: n/a","I","15 Mar 2014","Poor SOP, 1 submited pubs"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: 3.77GRE General (V/Q/W): 151/160/4.00GRE Subject: n/a","A","15 Mar 2014","2 pubs honestly a tough admit season for this school"
"UIUC","Computer Science, PhD (F14)","Rejected via E-mail on 15 Mar 2014 ","U","15 Mar 2014","Maybe overqualified"
"University Of Illinois At Urbana-champaign (UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 Undergrad GPA: 3.92GRE General (V/Q/W): 152/167/3.50GRE Subject: n/a","I","15 Mar 2014","No publication"
"UIUC","Computer Science, Masters (F14)","Rejected via E-mail on 14 Mar 2014 Undergrad GPA: 3.40GRE General (V/Q/W): 159/162/4.50GRE Subject: n/a","I","14 Mar 2014","I regret to inform you that the committee is not recommending you for admission.  Due to space limitations and a very large number of exceptional applicants, we are unfortunately unable to recommend many well-qualified students for the program."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F14)","Rejected via E-mail on 14 Mar 2014 ","I","14 Mar 2014",""
"University Of Illinois (UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 14 Mar 2014 Undergrad GPA: 3.20GRE General (V/Q/W): 160/161/4.50GRE Subject: n/a","I","14 Mar 2014","Generic rejection email. Better worded than the rest :)"
"University Of Illinois (UIUC)","Computer Science, Masters (F14)","Rejected via E-mail on 14 Mar 2014 Undergrad GPA: 3.85GRE General (V/Q/W): 155/166/4.00GRE Subject: n/a","A","14 Mar 2014","Standard rejection email. No research. 2 summers of internships at large software companies"
"UIUC","Computer Science, PhD (F14)","Rejected via E-mail on 14 Mar 2014 ","A","14 Mar 2014",""
"UIUC","Computer Science, Masters (F14)","Rejected via E-mail on 14 Mar 2014 Undergrad GPA: 3.28GRE General (V/Q/W): 158/161/4.50GRE Subject: n/a","I","14 Mar 2014","GRE -319, GPA- 3.28, research experience + projects. I had made a mistake in my SOP, so I was expecting this :-("
"UIUC","Computer Science, Masters (F14)","Rejected via E-mail on 14 Mar 2014 ","I","14 Mar 2014","MCS program :("
"UIUC","Computer Science, Masters (F14)","Rejected via E-mail on 14 Mar 2014 ","I","14 Mar 2014","GPA 3.88 GRE V152 Q164 AW2.5 research experience, TA, no publications"
"UIUC","Computer Science, Masters (F14)","Rejected via E-mail on 15 Mar 2014 ","I","14 Mar 2014","MCS computer science :("
"UIUC","Computer Science, Masters (F14)","Accepted via E-mail on 7 Mar 2014 ","I","7 Mar 2014","From Pakistan accepted with RA"
"UIUC","Computer Science, PhD (F14)","Accepted via E-mail on 4 Mar 2014 ","I","6 Mar 2014","From LUMS, Pakistan"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science (MCS), Masters (F14)","Accepted via E-mail on 27 Feb 2014 Undergrad GPA: 3.82GRE General (V/Q/W): 150/162/3.50GRE Subject: n/a","I","28 Feb 2014","MCS program, 2 IEEE publications, ~3 years of work experience."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F14)","Accepted via E-mail on 27 Feb 2014 ","A","27 Feb 2014","MCS program. Super excited! 12 years of professional experience."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science (MCS), Masters (F14)","Accepted via E-mail on 27 Feb 2014 Undergrad GPA: 3.76GRE General (V/Q/W): 660/780/4.00GRE Subject: n/a","I","27 Feb 2014","My first admit. Wave of relief..."
"UIUC","Computer Science, MCS, Other (F14)","Accepted via E-mail on 26 Feb 2014 ","U","26 Feb 2014","MCS program. Non thesis masters. Awesome!. Have Masters for reputed school in US"
"UIUC","Computer Science, Masters (F14)","Accepted via E-mail on 12 Feb 2014 Undergrad GPA: n/aGRE General (V/Q/W): 153/167/3.50GRE Subject: n/a","I","13 Feb 2014","To the guy below, congratz for ethz
Funding limited, will be informed later."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F14)","Accepted via E-mail on 5 Feb 2014 ","I","5 Feb 2014","GRE 320, Strong LORs, Decent SOP, no papers, funding not guaranteed"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, Masters (F14)","Accepted via E-mail on 3 Feb 2014 Undergrad GPA: n/aGRE General (V/Q/W): 166/165/3.50GRE Subject: n/a","I","5 Feb 2014","Had a phone interview a few days before the results, funding not guaranteed."
"UIUC","Computer Science, PhD (F14)","Accepted via E-mail on 5 Feb 2014 ","U","5 Feb 2014","With RA"
"UIUC","Computer Science, Masters (F14)","Accepted via E-mail on 5 Feb 2014 Undergrad GPA: 3.98GRE General (V/Q/W): 151/164/4.00GRE Subject: n/a","I","5 Feb 2014","Undgrad major: Information Systems, top 2% at a top 40 university, medium LORs"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F14)","Accepted via E-mail on 28 Jan 2014 Undergrad GPA: 3.92GRE General (V/Q/W): 155/168/3.50GRE Subject: n/a","I","28 Jan 2014",""
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F14)","Accepted via E-mail on 24 Jan 2014 Undergrad GPA: 3.83GRE General (V/Q/W): 154/169/4.00GRE Subject: n/a","I","26 Jan 2014","Software Engineering at University of Tehran, Iran. 3 strong LoRs."
"Uiuc","Computer Science, PhD (F14)","Accepted via E-mail on 24 Jan 2014 ","U","25 Jan 2014","Yuppee!! Didn't think I'll get in. Doubts from everywhere. 3 strong LORs; 2 publications outside cs (don't think it matters); top 20 undergraduate university; more than 4 different research experiences. God is good!"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F14)","Accepted via E-mail on 24 Jan 2014 Undergrad GPA: 3.83GRE General (V/Q/W): 169/154/4.00GRE Subject: n/a","A","25 Jan 2014","no publications, no research experience, strong LORs"
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F14)","Accepted via E-mail on 24 Jan 2014 Undergrad GPA: 3.84GRE General (V/Q/W): 170/168/4.50GRE Subject: n/a","A","24 Jan 2014","2 publications (1 first author), 2 in review (1 first author), and 1 being submitted (first author). 4 strong LoRs from various research advisors (not all in CS). Accepted with RA after Skype interview last week."
"University Of Illinois At Urbana-Champaign (UIUC)","Computer Science, PhD (F14)","Accepted via E-mail on 24 Jan 2014 Undergrad GPA: 3.91GRE General (V/Q/W): 154/166/3.50GRE Subject: n/a","I","24 Jan 2014","Undergrad CGPA 3.91. MS CGPA 4.0. Two international publications. An informal phone interview with a Prof. expedited the process."
