"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Boston University","Biomedical Engineering, PhD (F14)","Accepted via E-mail on 29 Jan 2014 ","A","30 Jan 2014",""
"Boston University","Public Health, Policy And Management, Masters (F14)","Rejected via Postal Service on 24 Jan 2014 ","A","30 Jan 2014",""
"Boston University","Bioinformatics, PhD (F14)","Interview via E-mail on 21 Jan 2014 Undergrad GPA: 3.48GRE General (V/Q/W): 162/164/3.00GRE Subject: 520♦","A","30 Jan 2014","Interview Weekend is Feb. 13-14th."
"Boston University","Psychology - Developmental Sciences, PhD (F14)","Rejected via E-mail on 30 Jan 2014 ","A","30 Jan 2014",""
"Boston University","Public Health HPM, Masters (F14)","Accepted via E-mail on 29 Jan 2014 Undergrad GPA: 3.03GRE General (V/Q/W): 154/159/5.00GRE Subject: n/a♦","A","30 Jan 2014","Took only three weeks to notify me."
"Boston University","Biomedical Engineering, PhD (F14)","Wait listed via E-mail on 28 Jan 2014 Undergrad GPA: 3.65GRE General (V/Q/W): 157/168/4.50GRE Subject: n/a♦","A","30 Jan 2014",""
"Boston University","Neuroscience, PhD (F14)","Interview via E-mail on 29 Jan 2014 Undergrad GPA: 3.96GRE General (V/Q/W): 170/163/5.00GRE Subject: n/a♦","A","29 Jan 2014",""
"University Of Massachusetts - Boston","Clinical Psychology, PhD (F14)","Interview via Phone on 29 Jan 2014 ","U","29 Jan 2014",""
"University Of Massachusetts, Boston","Clinical Psychology, PhD (F14)","Interview via E-mail on 28 Jan 2014 ","A","29 Jan 2014","Email from POI inviting me to interview in Boston. My choice of dates, either Feb 24th or Feb 28th."
"Boston University","Chemistry, PhD (F14)","Accepted via E-mail on 17 Jan 2014 Undergrad GPA: 3.21GRE General (V/Q/W): 165/164/4.30GRE Subject: n/a♦","A","29 Jan 2014",""
"Boston University","Biomedical Engineering, PhD (F14)","Accepted via E-mail on 29 Jan 2014 Undergrad GPA: 3.70GRE General (V/Q/W): 90/75/75.00GRE Subject: n/a♦","A","29 Jan 2014","Gre as percentile.  4+ years research, 3 pubs (one 1st, two mid), gap year application, dual UG degree"
"Boston University","Bioinformatics, Masters (S14)","Rejected via E-mail on 26 Jan 2014 ","A","29 Jan 2014","Was told to find a lower level biochem course as I am a more computational person (already work as a bioinformatician).  Pretty sad the university only is looking for such a narrow student."
"Boston University","Political Science, PhD (F14)","Accepted via E-mail on 29 Jan 2014 ","","29 Jan 2014",""
"Boston University","Astronomy, PhD (F14)","Accepted via Phone on 28 Jan 2014 Undergrad GPA: 3.67GRE General (V/Q/W): 164/164/4.50GRE Subject: 770♦","A","29 Jan 2014",""
"Boston University School Of Public Health","Health Services Research, PhD (F14)","Interview via E-mail on 23 Jan 2014 ","U","28 Jan 2014",""
"Boston University","Bioinformatics, PhD (F14)","Other via E-mail on 24 Jan 2014 ","U","27 Jan 2014","Invited for open house on 13-14 feb,2014"
"Boston University","Speech-Language Pathology, Masters (F14)","Other via E-mail on 27 Jan 2014 Undergrad GPA: 3.81GRE General (V/Q/W): 153/155/4.00GRE Subject: n/a♦","A","27 Jan 2014","Received correspondence from Sargent College saying, ""Highly qualified candidates will be invited to interview with faculty during the weekend of February 21-23."""
"Boston University","Biomedical Engineering, PhD (F14)","Wait listed via E-mail on 27 Jan 2014 Undergrad GPA: 3.83GRE General (V/Q/W): 161/163/4.00GRE Subject: n/a♦","A","27 Jan 2014",""
"Boston University","Cell And Molecular Bio, PhD (F14)","Interview via E-mail on 27 Jan 2014 Undergrad GPA: 3.96GRE General (V/Q/W): 770/700/4.50GRE Subject: 810♦","A","27 Jan 2014",""
"Boston University","Bioinformatics, PhD (F14)","Interview via E-mail on 21 Jan 2014 ","A","27 Jan 2014",""
"Boston University","Molecular Biology, Cell Biology And Biochemistry (MCBB), PhD (F14)","Interview via E-mail on 24 Jan 2014 Undergrad GPA: 3.70GRE General (V/Q/W): 163/169/4.50GRE Subject: n/a♦","I","26 Jan 2014",""
"University Of Massachusetts Boston","English, Masters (F14)","Accepted via E-mail on 19 Dec 2013 ","A","26 Jan 2014","Program has rolling admissions; I submitted application less than three weeks prior."
"Boston University","Environmental Health Sciences, PhD (F14)","Interview via E-mail on 14 Jan 2014 ","A","26 Jan 2014",""
"Boston University","Computer Engineering, PhD (F14)","Accepted via E-mail on 23 Jan 2014 ","I","25 Jan 2014","Fellowship"
"Boston University","Public Health, Masters (F14)","Accepted via E-mail on 23 Jan 2014 Undergrad GPA: 3.70GRE General (V/Q/W): 155/153/0.00GRE Subject: n/a♦","I","24 Jan 2014",""
"University Of Massachusetts Boston (UMB)","Clinical Psychology, PhD (F14)","Other via E-mail on 23 Jan 2014 ","A","23 Jan 2014","Mass e-mail with a timeline for when interview invitations will be extended: by the end of next week"
"University Of Massachusetts Boston (UMB)","Clinical Psychology, PhD (F14)","Other via E-mail on 23 Jan 2014 ","A","23 Jan 2014","Mass email: ""Due to our extended winter break, our admissions process unfolds somewhat later than other programs. We are currently in the process of finishing our review of applications. We will meet as a committee very soon to select applicants to invite to our interviews. If you are selected, you can expect a phone call and/or email from a potential mentor by the end of next week.
Our interview days are Monday, Feb 24 and Friday, Feb 28.  Applicants invited for interviews have a full day of interviews with multiple faculty and students."""
"Boston University","Electrical And Computer Engineering, PhD (F14)","Accepted via E-mail on 23 Jan 2014 Undergrad GPA: 3.62GRE General (V/Q/W): 157/168/3.50GRE Subject: n/a♦","A","23 Jan 2014","yolo"
"Boston University School Of Theology","Practical Theology, PhD (F14)","Interview via E-mail on 23 Jan 2014 ","A","23 Jan 2014","Email from POI - not sure if invite is institutional or if she just wants to talk more. Implied that more than one faculty person would be there. In person interview (live in area)."
"Boston University","Tesol, Masters (F14)","Accepted via E-mail on 23 Jan 2014 Undergrad GPA: 3.76GRE General (V/Q/W): 166/155/3.50GRE Subject: 315♦","I","23 Jan 2014",""
"Boston University","Clinical Psychology, PhD (F14)","Interview via Phone on 22 Jan 2014 ","A","22 Jan 2014","Phone call from POI!"
"Boston University School Of Public Health","Social And Behavioral - Public Health, Masters (F14), Other (F14)","Accepted via E-mail on 22 Jan 2014 Undergrad GPA: 3.40GRE General (V/Q/W): 164/153/0.00GRE Subject: n/a♦","A","22 Jan 2014","Applied 12/15"
"Boston University","Biomedical Engineering, PhD (F14)","Accepted via E-mail on 22 Jan 2014 ","U","22 Jan 2014","Biomedical Engineering Fellowship"
"Boston University","Computational Neuroscience, PhD (F14)","Accepted via Phone on 22 Jan 2014 ","A","22 Jan 2014","4 years of research experience, biomedical engineering undergrad major."
"Boston University","Bioinformatics, PhD (F14)","Interview via E-mail on 21 Jan 2014 Undergrad GPA: 3.80GRE General (V/Q/W): 158/163/3.50GRE Subject: n/a♦","I","21 Jan 2014","Invited to the Admissions Open House 13-14 Feb"
"Boston University","Biostatistics, PhD (F14)","Interview via E-mail on 21 Jan 2014 ","U","21 Jan 2014",""
"Boston University","Clinical Psychology, PhD (F14)","Interview via E-mail on 17 Jan 2014 ","U","21 Jan 2014","Sorry for delay in posting. Very excited about this one."
"Boston University","Biomedical Engineering, PhD (F14)","Accepted via E-mail on 16 Jan 2014 ","I","20 Jan 2014","with a stipend of $30,000 per year."
"Boston University","Clinical Psychology, PhD (F14)","Interview via E-mail on 17 Jan 2014 ","U","18 Jan 2014",""
"University Of Massachusetts, Boston","Counseling And School Psychology, PhD (F14)","Interview via E-mail on 17 Jan 2014 ","A","17 Jan 2014","Group email. Interview Feb 6."
"Boston University","Clinical Psychology, PhD (F14)","Interview via E-mail on 16 Jan 2014 ","","17 Jan 2014","Email from Program coordinator.  Interview dates 2/7 or 2/10"
"Boston University","Electrical Engineering, PhD (F14)","Accepted via E-mail on 14 Jan 2014 Undergrad GPA: 3.92GRE General (V/Q/W): 155/167/4.50GRE Subject: n/a♦","I","17 Jan 2014","Admitted to PhD. Program with Fellowship (Full Tution + Relocation Fees + Stipend) for 8 months. Commitment for funding from 2nd year onwards."
"Boston University","Public Health- International Health, Masters (F14)","Accepted via E-mail on 16 Jan 2014 Undergrad GPA: 3.50GRE General (V/Q/W): 155/156/4.00GRE Subject: n/a♦","U","16 Jan 2014",""
"Boston University School Of Public Health","Health Policy And Management, Masters (F14)","Wait listed via E-mail on 15 Jan 2014 Undergrad GPA: 3.17GRE General (V/Q/W): 158/157/5.00GRE Subject: n/a♦","A","16 Jan 2014","Submitted application 12/15/2013"
"Boston University","Electrical Engineering, PhD (F14)","Accepted via E-mail on 15 Jan 2014 Undergrad GPA: 3.66GRE General (V/Q/W): 169/164/6.00GRE Subject: n/a♦","A","15 Jan 2014","Admitted to PhD with fellowship"
"Boston University School Of Public Health","Environmental Health, PhD (F14)","Interview via E-mail on 14 Jan 2014 ","A","14 Jan 2014",""
"Boston University School Of Public Health","Environmental Health, PhD (F14)","Interview via E-mail on 14 Jan 2014 ","A","14 Jan 2014",""
"Boston University","Public Health, Epidemiology (MPH), Masters (F14)","Wait listed via E-mail on 9 Jan 2014 Undergrad GPA: 3.50GRE General (V/Q/W): 163/166/5.00GRE Subject: n/a♦","A","13 Jan 2014",""
"Boston University","MPH- International Health, Masters (F14)","Wait listed via E-mail on 9 Jan 2014 ","A","10 Jan 2014",""
"Boston University","MPH, Masters (F14)","Accepted via E-mail on 9 Jan 2014 Undergrad GPA: 3.52GRE General (V/Q/W): 158/156/4.00GRE Subject: n/a♦","U","10 Jan 2014","""Package in the mail."" No mention of financial aid/scholarships in the email."
"Boston University","Public Health, Masters (F14)","Wait listed via E-mail on 9 Jan 2014 ","A","10 Jan 2014",""
"Boston University","Biostatistics, Masters (F14)","Accepted via E-mail on 10 Jan 2014 ","I","10 Jan 2014","MPH. possibly would decline it."
"Boston University","Public Health, Masters (F14)","Accepted via E-mail on 10 Jan 2014 Undergrad GPA: 3.60GRE General (V/Q/W): 161/165/4.50GRE Subject: n/a♦","I","10 Jan 2014","A package outlining the steps to proceed with the admissions process will be mailed via TNT Express courier in 7 - 10 business days. No mention of financial aid though..."
"Boston University","Program In Biomedical Sciences (PiBS), PhD (F14)","Interview via E-mail on 4 Dec 2013 Undergrad GPA: 3.20GRE General (V/Q/W): 159/159/4.00GRE Subject: n/a♦","A","9 Jan 2014","Email invitation for interview; given two dates: January 24, 2014 & February 10, 2014"
"Boston University","Biomedical Engineering, PhD (F14)","Accepted via E-mail on 8 Jan 2014 Undergrad GPA: 3.88GRE General (V/Q/W): 165/168/3.50GRE Subject: n/a♦","A","9 Jan 2014",""
"Boston University","Pharmacology, PhD (F14)","Interview via E-mail on 6 Dec 2013 Undergrad GPA: 3.90GRE General (V/Q/W): 168/166/5.00GRE Subject: 690♦","A","7 Jan 2014","2.5 years research, honors thesis"
"Boston University","PiBS, PhD (F14)","Interview via E-mail on 6 Dec 2013 ","A","18 Dec 2013","1.5 years of research, 2 poster presentations, 1 publication in review.  Did not make GPA requirement."
"Boston University","PiBS, PhD (F14)","Interview via E-mail on 18 Dec 2013 Undergrad GPA: 3.65GRE General (V/Q/W): 161/159/4.00GRE Subject: n/a♦","A","18 Dec 2013","1.5yrs research, 1 poster presentation, papers in review."
"Boston University","PiBS, PhD (F14)","Interview via E-mail on 18 Dec 2013 Undergrad GPA: 3.71GRE General (V/Q/W): 570/780/4.50GRE Subject: n/a♦","A","18 Dec 2013",""
"Boston University","PiBS, PhD (F14)","Interview via E-mail on 11 Dec 2013 ","A","13 Dec 2013",""
"Boston University","PiBS, PhD (F14)","Interview via E-mail on 6 Dec 2013 ","A","12 Dec 2013",""
"Boston University","PiBS, PhD (F14)","Interview via E-mail on 7 Dec 2013 Undergrad GPA: 3.85GRE General (V/Q/W): 167/161/5.00GRE Subject: n/a♦","A","11 Dec 2013",""
"Boston University","PiBS, PhD (F14)","Interview via E-mail on 11 Dec 2013 Undergrad GPA: 3.87GRE General (V/Q/W): 161/162/4.50GRE Subject: n/a♦","A","11 Dec 2013",""
"Boston University","PiBS, PhD (F14)","Interview via E-mail on 10 Dec 2013 ","A","10 Dec 2013",""
"Boston University","Program In Biomedical Sciences (PiBS), PhD (F14)","Interview via E-mail on 6 Dec 2013 ","A","6 Dec 2013",""
"Boston University","Public Health, Masters (F14)","Accepted via E-mail on 5 Dec 2013 Undergrad GPA: 2.95GRE General (V/Q/W): 154/157/4.50GRE Subject: n/a♦","A","6 Dec 2013","Email saying official notice in jan"
"Boston University SPH","Social And Behavioral Sciences MPH, Masters (F14)","Accepted via E-mail on 6 Dec 2013 ","A","6 Dec 2013",""
"Boston University School Of Public Health","Public Health, Epidemiology, Masters (F14)","Accepted via E-mail on 5 Dec 2013 Undergrad GPA: 2.84GRE General (V/Q/W): 159/155/4.00GRE Subject: n/a♦","A","5 Dec 2013","Notified by email, acceptance package to be mailed out in January."
"Boston University","Public Health, Health Policy And Management, Masters (F14)","Accepted via E-mail on 5 Dec 2013 Undergrad GPA: n/aGRE General (V/Q/W): 165/154/6.00GRE Subject: n/a♦","A","5 Dec 2013",""
"University Of Massachusetts Boston","History/Public History, Masters (S14)","Accepted via Website on 2 Dec 2013 Undergrad GPA: 3.00GRE General (V/Q/W): 161/148/5.00GRE Subject: n/a♦","I","2 Dec 2013",""
"Boston University","Actuarial Science, Masters (S14)","Accepted via E-mail on 7 Oct 2013 Undergrad GPA: 3.67GRE General (V/Q/W): 167/154/3.00GRE Subject: n/a♦","A","7 Oct 2013","passed p-exam"
"Boston University","Public Health, Masters (F13)","Accepted via Phone on 1 Jul 2013 ","A","1 Jul 2013","Accepted off of waitlist"
"Boston University","Psychology, Masters (F13)","Rejected via E-mail on 19 Jun 2013 ","A","19 Jun 2013","It took over 10 weeks for them to notify me. Checked the status over 3 weeks ago, and was told I would find out ""as soon as they know"". Got into somewhere else luckily, but wanted to post in case anyone else is waiting to hear back!"
"Boston University","Social Work, Masters (F13)","Rejected via E-mail on 1 Jun 2013 ","A","2 Jun 2013","Rejected off of the wait list."
"Boston University","Mechanical Engineering, Masters (F13)","Rejected via E-mail on 29 May 2013 ","I","29 May 2013","M.Eng. got rejection May 25. So saad :( 
Will reapply anyway. Never give up =)"
"Boston University","Computer Science, PhD (F13)","Wait listed via Website on 28 May 2013 ","O","28 May 2013","@poster below who got admission: Could you please post here whether u got that interview with the POI or the chair? Also, you called ''them'' to learn your status, you called who? admin office, chair or graduate coordinator?? Thanks very much....I am still waiting, no sound :(((("
"Boston University","Computer Science, PhD (F13)","Accepted via E-mail on 11 Apr 2013 Undergrad GPA: 3.12GRE General (V/Q/W): 163/147/3.00GRE Subject: n/a♦","I","28 May 2013","2 publications in good conferences. Had an interview before and send the offer letter month after interview after I asked them about the status of my application"
"University Of Massachusetts Boston","American Studies, Masters (F13)","Accepted via E-mail on 5 May 2013 ","A","11 May 2013",""
"Boston University","Mechanical Engineering, Masters (F13)","Accepted via E-mail on 10 May 2013 Undergrad GPA: n/aGRE General (V/Q/W): 159/162/4.50GRE Subject: n/a♦","A","10 May 2013","Leap Program."
"University Of Massachusetts Boston","Public Affairs, Masters (F13)","Accepted via E-mail on 9 May 2013 ","A","10 May 2013",""
"Boston University","Computer Science, Masters (F13)","Accepted via E-mail on 7 May 2013 ","I","8 May 2013",""
"Boston University","Psychology, Masters (F13)","Accepted via E-mail on 7 May 2013 ","","7 May 2013","I am a Med School drop-out who decided to pursue Psychology instead. I double majored in undergrad in Microbiology and Psychology. I have a masters degree in Public Health,I have two published papers, and international experience working with the NZ Red Cross. I was told that being a Med School drop out would surely keep me from being accepted back in to school ever again...Thankfully they were wrong!"
"Boston University","Psychology, Masters (F13)","Accepted via E-mail on 7 May 2013 Undergrad GPA: 3.51GRE General (V/Q/W): 157/170/3.50GRE Subject: n/a♦","A","7 May 2013",""
"Boston University","Biology, PhD (F13)","Rejected via E-mail on 28 Mar 2013 ","A","5 May 2013","I had the strangest experience with this school, so in hindsight, I'm relieved that I wasn't admitted. Early in the admissions cycle, I reached out to two professors with whom I was loosely interested in working. I set up several phone interviews with one, who continuously had to cancel them last minute and then never got back to me in the end. I ultimately schedule a phone interview with the second professors, which was also postponed once, but I did finally speak to him and our interests matched well and he said he would like to organize a visit for me. After this phone call, I reached out to him a few times to schedule a visit but he never got back in touch. Then I received a rejection letter pretty late in the cycle (3/28), which I wasn't surprised by and I had already long given up on this school because the practices seemed very unprofessional. In any event, I accepted an offer from my top choice, so either way, I am happy for those of you who have found a home at this institution and I hope that they have been more accommodating for you than they were for me. :)"
"University Of Massachusetts Boston","Applied Linguistics, MFA (F13)","Accepted via E-mail on 3 May 2013 ","A","3 May 2013","Program full for Fall 2013. Accepted for Spring 2014."
"Boston University","Masters Psychology, Masters (F13)","Accepted via E-mail on 1 May 2013 ","I","2 May 2013",""
"Boston University","Forensic Anthropology, Masters (F13)","Accepted via E-mail on 2 May 2013 Undergrad GPA: 3.70GRE General (V/Q/W): 157/147/4.00GRE Subject: n/a♦","A","2 May 2013","I won't be attending, but it's always nice to get accepted."
"Boston University","Computer Science, PhD (F13)","Rejected via E-mail on 30 Apr 2013 ","I","1 May 2013","I already accepted an offer from another program on 15th April. BU sent the reject decision in a password protected docu*ent like it was some valuable secret. What are they trying to prove?"
"Institution","Program (Season)","Decision & Date","St1","Date Added","Notes"
"Boston University","Chemistry, PhD (F13)","Rejected via E-mail on 30 Apr 2013 ","A","30 Apr 2013",""
"Boston University","Mechanical Engineering, PhD (F13)","Rejected via E-mail on 30 Apr 2013 Undergrad GPA: 4.00GRE General (V/Q/W): 152/163/3.00GRE Subject: n/a♦","U","30 Apr 2013","GPA is for Masters degree. 2 Journal papers, 4 Conference papers."
"Boston University","Earth Science, PhD (F13)","Rejected via E-mail on 27 Apr 2013 Undergrad GPA: 3.08GRE General (V/Q/W): 145/160/3.00GRE Subject: n/a♦","I","27 Apr 2013",""
"Boston University","Biomedical Engineering, PhD (F13)","Rejected via E-mail on 23 Apr 2013 ","A","24 Apr 2013","Rejected from wait list"
"Boston University","Biomedical Engineering, PhD (F13)","Rejected via E-mail on 24 Apr 2013 Undergrad GPA: 3.61GRE General (V/Q/W): 620/800/3.00GRE Subject: n/a♦","I","24 Apr 2013",""
"Boston University","Biomedical Engineering, PhD (F13)","Rejected via E-mail on 24 Apr 2013 ","I","24 Apr 2013","sigh.."
"Boston University","Biomedical Engineering, PhD (F13)","Rejected via E-mail on 23 Apr 2013 Undergrad GPA: 3.76GRE General (V/Q/W): 158/164/4.00GRE Subject: n/a♦","A","23 Apr 2013",""
"Boston University","Health Services Research, PhD (F13)","Wait listed via E-mail on 9 Apr 2013 ","A","23 Apr 2013","Per the email, they do not officially have a “wait list” structure for their PhD admissions, but informally they do.  So I'm officially on the unofficial wait list."
"Boston University","Economics, Masters (F13)","Accepted via E-mail on 23 Apr 2013 Undergrad GPA: 3.60GRE General (V/Q/W): 166/165/4.50GRE Subject: n/a♦","A","23 Apr 2013",""
"Boston University School Of Management","Operation Management, PhD (F13)","Other via E-mail on 22 Apr 2013 ","","22 Apr 2013","To the someone posted on 6th April and got admission from Boston and Florida U.rnPlease inform Florida school if you dont want to go there, I have been wait-listed and its my last chance. Thanks"
"Boston University","Biostatistics, PhD (F13)","Rejected via E-mail on 18 Apr 2013 ","I","19 Apr 2013",""
"University Of Massachusetts Boston","History, Masters (F13)","Accepted via Website on 19 Apr 2013 Undergrad GPA: 3.89GRE General (V/Q/W): 165/148/5.00GRE Subject: n/a♦","A","19 Apr 2013","Just happened to check website and the admit was up. Nothing from the department and no financial aid info yet."
"Boston University","Cognitive Psychology, PhD (F13)","Rejected via E-mail on 18 Apr 2013 ","","18 Apr 2013","Thank you for notifying me after the deadline.."
"Boston University","Electrical Engineering, PhD (F13)","Accepted via E-mail on 18 Apr 2013 ","I","18 Apr 2013","Fellowship, from Sharif University, Iran"
"Boston University","Systems Engineering, Masters (F13)","Accepted via E-mail on 18 Apr 2013 ","I","18 Apr 2013","Hey, the one wishing good luck and who got accepted to this program. Do you know of a fb group or anything for BU new graduate admits ? Anyways can you share your facebook id ?"
"Boston University","Economics, PhD (F13)","Accepted via E-mail on 17 Apr 2013 Undergrad GPA: n/aGRE General (V/Q/W): 710/800/3.00GRE Subject: n/a♦","I","18 Apr 2013","Off waitlist! Full funded (tuition waived + $20000 stipend + medical insurance), I will accept it. Thank god!"
"Boston University","Computer Science, PhD (F13)","Rejected via E-mail on 18 Apr 2013 Undergrad GPA: 3.60GRE General (V/Q/W): 710/800/4.50GRE Subject: n/a♦","I","18 Apr 2013","Got accepted a better program :)"
"Boston University","Computer Science, PhD (F13)","Rejected via E-mail on 17 Apr 2013 ","I","17 Apr 2013","I wasn't going to choose BU anyway. I got admitted to a top school."
"Boston University","Operations Management, PhD (F13)","Accepted via E-mail on 12 Apr 2013 ","U","17 Apr 2013","I am very thankful."
"Boston University","Forensic Anthropology, Masters (F13)","Rejected via E-mail on 17 Apr 2013 ","A","17 Apr 2013",""
"Boston University","Philosophy, PhD (F13)","Accepted via E-mail on 17 Apr 2013 ","A","17 Apr 2013","Off of the waitlist. I have accepted this offer."
"Boston University","Developmental Science, PhD (F13)","Rejected via E-mail on 7 Feb 2013 ","A","16 Apr 2013",""
"Boston University","Systems Engineering, Masters (F13)","Accepted via E-mail on 16 Apr 2013 ","A","16 Apr 2013","Good luck all!"
"Boston University","Musicology, Masters (F13)","Rejected via Website on 9 Apr 2013 ","A","15 Apr 2013","Rejected via email link to website, followed by official letter in the post the following week."
"Boston University","Systems Engineering, Masters (F13)","Accepted via E-mail on 14 Apr 2013 ","I","14 Apr 2013","Hey. Anyone heard of a facebook group for new Graduate student admits into BU or for new Graduate students moving to Boston ?"
"Boston University","Computer Science, PhD (F13)","Interview via E-mail on 25 Feb 2013 ","I","13 Apr 2013","I also had an interview in February, but have not heard from them since then."
"Boston University","Materials Science And Engineering, Masters (F13)","Rejected via E-mail on 2 Apr 2013 ","U","13 Apr 2013",""
"Boston University","Electrical Engineering, Masters (F13)","Accepted via E-mail on 11 Apr 2013 ","I","12 Apr 2013","M.Eng...but I applied for M.S. in EE...Not likely accept it"
"Boston University","Electrical And Computer Engineering, Masters (F13)","Accepted via E-mail on 11 Apr 2013 ","I","12 Apr 2013","Applied for PhD, got admission for M. Eng. Found in my junk mail..."
"Boston University","Biology, PhD (F13)","Accepted via E-mail on 10 Apr 2013 ","A","11 Apr 2013","Very excited. This has been a long wait since my interview in Feb, but well worth it!"
"Boston University","Public Health, Masters (F13)","Accepted via E-mail on 11 Apr 2013 ","A","11 Apr 2013","with merit scholarship"
"Boston University","Speech Language Pathology, Masters (F13)","Accepted via E-mail on 11 Apr 2013 Undergrad GPA: 3.60GRE General (V/Q/W): 600/600/4.50GRE Subject: n/a♦","A","11 Apr 2013","I was accepted in March as well, and have decided to attend! I could not make the orientation though, and would love to join the facebook group but cannot find it! Is it public? Thanks!"
"Boston University","Economics, Masters (F13)","Accepted via E-mail on 11 Apr 2013 Undergrad GPA: 3.33GRE General (V/Q/W): 144/169/3.50GRE Subject: n/a♦","U","11 Apr 2013","Applied phd program, got in the econ MA program"
"Boston University","Bioinformatics, PhD (S13)","Rejected via E-mail on 11 Apr 2013 ","A","11 Apr 2013",""
"Boston University","Electrical Engineering, Masters (F13)","Accepted via E-mail on 10 Apr 2013 ","I","10 Apr 2013","Sorry its masters !! (MENG) NOT PHD as Posted Below!

An admit after so many rejects, and that too from an university which is among the top 55 in the world! Feels so special! THE BEST DAY IN MY LIFE! DREAMS COME TRUE!"
"Boston University","Electrical Engineering, PhD (F13)","Accepted via E-mail on 10 Apr 2013 ","I","10 Apr 2013","An admit after so many rejects, and that too from an university which is among the top 55 in the world! Feels so special! THE BEST DAY IN MY LIFE! DREAMS COME TRUE!"
"Boston University","Electrical Engineering, Masters (F13)","Accepted via E-mail on 10 Apr 2013 ","I","10 Apr 2013","Applied to PhD but accepted in M.Engg without fund. Are they kidding at this period of application decision?"
"Boston University","Electrical Engineering, Masters (F13)","Accepted via E-mail on 10 Apr 2013 Undergrad GPA: 3.20GRE General (V/Q/W): 710/800/3.00GRE Subject: n/a♦","U","10 Apr 2013","M.S. --> MENG."
"Boston University","Biostatistics, PhD (F13)","Other via Phone on 10 Apr 2013 ","A","10 Apr 2013","Called about my status. Was informed that it is taking longer than usual, but they would try and get a response out."
"Boston University","Biostatistics, PhD (F13)","Accepted via E-mail on 10 Apr 2013 ","U","10 Apr 2013","Late but okay."
"Boston University","Mathematics, PhD (F13)","Accepted via E-mail on 10 Apr 2013 ","U","10 Apr 2013","off wait list, will decline Tufts"
"Boston University","Anthropology, PhD (F13)","Rejected via E-mail on 10 Apr 2013 ","I","10 Apr 2013","Emailed to ask status and got a reply in 20min. Said too unusual large size applications. No official rejection letter at all this year."
"Boston University","Public Health, Masters (F13)","Accepted via E-mail on 10 Apr 2013 ","A","10 Apr 2013","After 3 months of waiting, finally got an admission decision. Got accepted to their MPH program with partial funding."
"Boston University","Mechanical Engineering, Masters (F13)","Accepted via E-mail on 9 Apr 2013 Undergrad GPA: 3.73GRE General (V/Q/W): 148/160/3.50GRE Subject: n/a♦","U","9 Apr 2013","No financial aid, asking for 65 grand a year. Probably not going to attend."
"Boston University","Neuroscience, PhD (F13)","Accepted via E-mail on 18 Mar 2013 ","A","9 Apr 2013",""
"Boston University","Health Services Research, PhD (F13)","Rejected via Postal Service on 8 Apr 2013 Undergrad GPA: 3.93GRE General (V/Q/W): 162/159/5.50GRE Subject: n/a♦","A","9 Apr 2013","That's ok - I already accepted a much better program. This program has been rude and somewhat unprofessional throughout the process anyway."
"Boston University","Economics, Masters (F13)","Rejected via E-mail on 19 Mar 2013 Undergrad GPA: 3.02GRE General (V/Q/W): 159/169/4.00GRE Subject: n/a♦","U","9 Apr 2013",""
"Boston University","Global Development Economics, Masters (F13)","Rejected via E-mail on 20 Mar 2013 Undergrad GPA: 3.02GRE General (V/Q/W): 159/169/4.00GRE Subject: n/a♦","U","9 Apr 2013",""
"Boston University","Computer Science, Masters (F13)","Accepted via E-mail on 8 Apr 2013 Undergrad GPA: 3.72GRE General (V/Q/W): 158/162/4.00GRE Subject: n/a♦","U","8 Apr 2013","Emailed Jennifer Streubel and being told that I got the recommendation of admit with no financial aid. Already got an offer from Upenn"
"Boston University","Energy And Environmental Analysis, Masters (F13)","Accepted via E-mail on 1 Apr 2013 Undergrad GPA: n/aGRE General (V/Q/W): 167/153/4.00GRE Subject: n/a♦","U","8 Apr 2013","Undergrad with MS in Environmental Science"
"Boston University","Epidemiology, Masters (F13)","Rejected via Postal Service on 5 Apr 2013 ","A","8 Apr 2013","Emailed about a week before the letter was dated and was told they would get back to me regarding my status; never heard back so this was expected. Good luck to everyone else!"
"Boston University","Computer Science, Masters (F13)","Rejected via E-mail on 8 Apr 2013 ","I","8 Apr 2013",""
"Boston University","Electrical Engineering, Masters (F13)","Accepted via E-mail on 21 Mar 2013 Undergrad GPA: 3.74GRE General (V/Q/W): 148/168/4.00GRE Subject: n/a♦","U","8 Apr 2013",""
"Boston University","Philosophy, PhD (F13)","Wait listed via E-mail on 8 Mar 2013 Undergrad GPA: 3.60GRE General (V/Q/W): 160/153/4.50GRE Subject: n/a♦","A","7 Apr 2013","3a/3w/5r"
"Boston University","Mechanical Engineering, PhD (F13)","Rejected via E-mail on 1 Mar 2013 ","I","7 Apr 2013",""
"Boston University School Of Management","Operation Management, PhD (F13)","Accepted via Phone on 6 Apr 2013 Undergrad GPA: 3.25GRE General (V/Q/W): 155/169/99.99GRE Subject: n/a♦","I","6 Apr 2013","Really surprised and delighted. I have applied for 5 business schools (UCLA: rejected, Uni of Florida: accepted, Uni of Texas, Austin: wait listed, Yale school of management: accepted). I have published 7 ISI papers and 4 years job experience. Graduate from Tarbiat Modares University from Iran. Good luck for all Iranian and all applicants."
